User Id,Name_x,Phone,Email,Status_user,Subscription Id,Subscription Type,Product Id,Status_sub,Start Date,Last Billed Date,Last Renewed Date,Terminated Date,Grace Time,Name_y,Price,Auto Renewal Allowed,Status,tenure_days,days_since_last_billing,days_since_last_renewal,subscription_id,billing_count,avg_billing_amount,total_billing,billing_amount_std,failed_payments,action_count,last_action_date,days_since_last_action,churned
13,User13,1234567813,user13@example.com,inactive,40.0,monthly,58.0,PAUSED,2024-01-01 00:00:00,2024-11-25 00:00:00,2024-05-20 00:00:00,0.0,5.0,Plan58,73.32,No,Active,620.0,291.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-01-11 00:00:00,610.0,1
13,User13,1234567813,user13@example.com,inactive,75.0,yearly,22.0,active,2024-10-01 00:00:00,2024-04-08 00:00:00,2024-04-19 00:00:00,0.0,5.0,Plan22,72.82,Yes,Active,346.0,522.0,511.0,75.0,1.0,335.56,335.56,0.0,0.0,3.0,2024-08-28 00:00:00,380.0,1
14,User14,1234567814,user14@example.com,active,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
15,User15,1234567815,user15@example.com,active,52.0,yearly,50.0,active,2024-04-11 00:00:00,2023-12-31 00:00:00,2024-08-02 00:00:00,0.0,5.0,Plan50,98.71,No,Active,519.0,621.0,406.0,52.0,1.0,200.11,200.11,0.0,0.0,1.0,2023-12-01 00:00:00,651.0,0
16,User16,1234567816,user16@example.com,active,19.0,monthly,69.0,PAUSED,2023-12-27 00:00:00,2024-10-10 00:00:00,2024-04-25 00:00:00,0.0,5.0,Plan69,21.23,No,Active,625.0,337.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2024-11-20 00:00:00,296.0,0
16,User16,1234567816,user16@example.com,active,53.0,yearly,1.0,active,2024-08-21 00:00:00,2024-02-07 00:00:00,2024-02-28 00:00:00,0.0,5.0,Plan1,57.65,No,Active,387.0,583.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
16,User16,1234567816,user16@example.com,active,98.0,monthly,73.0,active,2024-02-07 00:00:00,2024-01-17 00:00:00,2024-02-04 00:00:00,0.0,5.0,Plan73,61.59,No,Active,583.0,604.0,586.0,98.0,4.0,420.41,1681.64,16.11,2.0,1.0,2024-10-10 00:00:00,337.0,0
17,User17,1234567817,user17@example.com,active,59.0,monthly,27.0,active,2024-08-21 00:00:00,2023-12-12 00:00:00,2024-06-26 00:00:00,0.0,5.0,Plan27,88.67,Yes,Active,387.0,640.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-03-20 00:00:00,541.0,0
18,User18,1234567818,user18@example.com,inactive,51.0,monthly,74.0,active,2024-07-20 00:00:00,2024-10-15 00:00:00,2024-09-23 00:00:00,0.0,5.0,Plan74,70.47,No,Active,419.0,332.0,354.0,51.0,2.0,20.88,41.75,14.77,0.0,2.0,2024-10-28 00:00:00,319.0,1
18,User18,1234567818,user18@example.com,inactive,65.0,yearly,8.0,active,2024-11-06 00:00:00,2023-12-07 00:00:00,2024-05-30 00:00:00,0.0,5.0,Plan8,86.42,Yes,Active,310.0,645.0,470.0,65.0,1.0,103.39,103.39,0.0,1.0,0.0,0,0.0,1
19,User19,1234567819,user19@example.com,inactive,35.0,monthly,62.0,PAUSED,2023-12-16 00:00:00,2024-07-23 00:00:00,2024-06-14 00:00:00,0.0,5.0,Plan62,92.8,Yes,Active,636.0,416.0,455.0,35.0,2.0,332.05,664.1,94.24,0.0,0.0,0,0.0,1
20,User20,1234567820,user20@example.com,active,23.0,yearly,14.0,active,2024-08-11 00:00:00,2024-02-09 00:00:00,2024-09-12 00:00:00,0.0,5.0,Plan14,93.24,No,Active,397.0,581.0,365.0,23.0,2.0,184.22,368.45,155.98,1.0,0.0,0,0.0,0
20,User20,1234567820,user20@example.com,active,56.0,yearly,11.0,active,2024-07-13 00:00:00,2024-11-22 00:00:00,2024-07-31 00:00:00,0.0,5.0,Plan11,60.47,Yes,Active,426.0,294.0,408.0,56.0,1.0,191.19,191.19,0.0,1.0,2.0,2024-10-21 00:00:00,326.0,0
21,User21,1234567821,user21@example.com,active,33.0,yearly,64.0,active,2024-10-11 00:00:00,2024-02-17 00:00:00,2024-11-12 00:00:00,0.0,5.0,Plan64,98.6,Yes,Active,336.0,573.0,304.0,33.0,1.0,49.01,49.01,0.0,1.0,0.0,0,0.0,0
22,User22,1234567822,user22@example.com,active,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
23,User23,1234567823,user23@example.com,active,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
24,User24,1234567824,user24@example.com,active,3.0,monthly,96.0,active,2024-01-26 00:00:00,2023-12-10 00:00:00,2024-09-04 00:00:00,0.0,5.0,Plan96,23.86,Yes,Active,595.0,642.0,373.0,3.0,1.0,73.47,73.47,0.0,0.0,1.0,2024-11-12 00:00:00,304.0,0
25,User25,1234567825,user25@example.com,active,48.0,monthly,39.0,PAUSED,2023-12-26 00:00:00,2024-09-21 00:00:00,2024-03-11 00:00:00,0.0,5.0,Plan39,73.79,Yes,Active,626.0,356.0,550.0,48.0,1.0,333.59,333.59,0.0,0.0,0.0,0,0.0,0
26,User26,1234567826,user26@example.com,active,10.0,monthly,63.0,PAUSED,2024-04-18 00:00:00,2024-09-28 00:00:00,2024-10-16 00:00:00,0.0,5.0,Plan63,74.74,No,Active,512.0,349.0,331.0,10.0,3.0,372.94,1118.81,31.89,1.0,3.0,2024-10-24 00:00:00,323.0,0
27,User27,1234567827,user27@example.com,active,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
28,User28,1234567828,user28@example.com,active,8.0,yearly,17.0,active,2024-05-07 00:00:00,2024-10-03 00:00:00,2024-09-24 00:00:00,0.0,5.0,Plan17,60.8,No,Active,493.0,344.0,353.0,8.0,1.0,136.46,136.46,0.0,0.0,2.0,2024-07-10 00:00:00,429.0,0
28,User28,1234567828,user28@example.com,active,67.0,yearly,70.0,active,2024-11-09 00:00:00,2024-11-03 00:00:00,2024-03-15 00:00:00,0.0,5.0,Plan70,76.37,Yes,Active,307.0,313.0,546.0,67.0,1.0,233.4,233.4,0.0,1.0,0.0,0,0.0,0
29,User29,1234567829,user29@example.com,inactive,83.0,yearly,76.0,active,2024-03-02 00:00:00,2024-08-13 00:00:00,2024-10-30 00:00:00,0.0,5.0,Plan76,68.38,No,Active,559.0,395.0,317.0,83.0,2.0,238.86,477.72,85.42,0.0,0.0,0,0.0,1
30,User30,1234567830,user30@example.com,inactive,17.0,yearly,59.0,PAUSED,2024-10-27 00:00:00,2024-05-20 00:00:00,2023-12-26 00:00:00,0.0,5.0,Plan59,44.15,No,Active,320.0,480.0,626.0,17.0,3.0,190.04,570.11,152.95,0.0,2.0,2024-07-31 00:00:00,408.0,1
30,User30,1234567830,user30@example.com,inactive,41.0,yearly,81.0,active,2024-11-13 00:00:00,2023-12-23 00:00:00,2024-09-26 00:00:00,0.0,5.0,Plan81,22.61,Yes,Active,303.0,629.0,351.0,41.0,2.0,195.67,391.34,175.26,1.0,2.0,2024-05-17 00:00:00,483.0,1
30,User30,1234567830,user30@example.com,inactive,63.0,monthly,79.0,PAUSED,2024-04-21 00:00:00,2024-08-18 00:00:00,2023-12-24 00:00:00,0.0,5.0,Plan79,98.68,Yes,Active,509.0,390.0,628.0,63.0,2.0,275.75,551.5,142.13,0.0,0.0,0,0.0,1
31,User31,1234567831,user31@example.com,active,87.0,yearly,20.0,PAUSED,2024-07-30 00:00:00,2024-09-26 00:00:00,2024-09-13 00:00:00,0.0,5.0,Plan20,85.62,Yes,Active,409.0,351.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2024-07-19 00:00:00,420.0,0
32,User32,1234567832,user32@example.com,inactive,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
33,User33,1234567833,user33@example.com,active,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
34,User34,1234567834,user34@example.com,inactive,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
35,User35,1234567835,user35@example.com,inactive,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
36,User36,1234567836,user36@example.com,inactive,21.0,monthly,57.0,PAUSED,2024-05-07 00:00:00,2024-02-11 00:00:00,2024-05-04 00:00:00,0.0,5.0,Plan57,84.09,Yes,Active,493.0,579.0,496.0,21.0,1.0,397.44,397.44,0.0,0.0,1.0,2024-07-29 00:00:00,410.0,1
37,User37,1234567837,user37@example.com,inactive,2.0,monthly,35.0,active,2024-08-24 00:00:00,2024-03-19 00:00:00,2024-10-29 00:00:00,0.0,5.0,Plan35,95.92,No,Active,384.0,542.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2023-12-23 00:00:00,629.0,1
37,User37,1234567837,user37@example.com,inactive,80.0,monthly,40.0,active,2024-02-17 00:00:00,2024-04-04 00:00:00,2023-12-10 00:00:00,0.0,5.0,Plan40,14.24,Yes,Active,573.0,526.0,642.0,80.0,1.0,120.49,120.49,0.0,0.0,0.0,0,0.0,1
38,User38,1234567838,user38@example.com,inactive,46.0,yearly,59.0,PAUSED,2024-07-16 00:00:00,2024-10-08 00:00:00,2024-11-05 00:00:00,0.0,5.0,Plan59,44.15,No,Active,423.0,339.0,311.0,46.0,1.0,255.43,255.43,0.0,0.0,0.0,0,0.0,1
38,User38,1234567838,user38@example.com,inactive,61.0,yearly,92.0,active,2024-03-16 00:00:00,2024-01-01 00:00:00,2024-05-17 00:00:00,0.0,5.0,Plan92,70.16,Yes,Active,545.0,620.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
39,User39,1234567839,user39@example.com,active,50.0,monthly,53.0,active,2024-05-25 00:00:00,2024-10-25 00:00:00,2023-12-24 00:00:00,0.0,5.0,Plan53,49.65,No,Active,475.0,322.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-05-22 00:00:00,478.0,0
40,User40,1234567840,user40@example.com,inactive,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
41,User41,1234567841,user41@example.com,active,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
42,User42,1234567842,user42@example.com,inactive,92.0,monthly,27.0,PAUSED,2024-04-01 00:00:00,2024-02-16 00:00:00,2024-10-20 00:00:00,0.0,5.0,Plan27,88.67,Yes,Active,529.0,574.0,327.0,92.0,1.0,32.19,32.19,0.0,0.0,1.0,2024-05-18 00:00:00,482.0,1
42,User42,1234567842,user42@example.com,inactive,96.0,yearly,77.0,PAUSED,2024-01-31 00:00:00,2024-05-09 00:00:00,2024-01-23 00:00:00,0.0,5.0,Plan77,28.3,Yes,Active,590.0,491.0,598.0,96.0,2.0,55.78,111.56,34.69,1.0,1.0,2024-09-02 00:00:00,375.0,1
43,User43,1234567843,user43@example.com,inactive,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
44,User44,1234567844,user44@example.com,inactive,68.0,monthly,36.0,PAUSED,2024-10-23 00:00:00,2024-09-25 00:00:00,2024-05-30 00:00:00,0.0,5.0,Plan36,55.52,Yes,Active,324.0,352.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
45,User45,1234567845,user45@example.com,active,7.0,yearly,31.0,PAUSED,2024-03-25 00:00:00,2024-05-15 00:00:00,2023-12-13 00:00:00,0.0,5.0,Plan31,57.73,Yes,Active,536.0,485.0,639.0,7.0,1.0,46.86,46.86,0.0,0.0,0.0,0,0.0,0
45,User45,1234567845,user45@example.com,active,18.0,yearly,40.0,PAUSED,2024-04-17 00:00:00,2024-08-10 00:00:00,2024-06-30 00:00:00,0.0,5.0,Plan40,14.24,Yes,Active,513.0,398.0,439.0,18.0,1.0,84.45,84.45,0.0,1.0,1.0,2023-12-18 00:00:00,634.0,0
45,User45,1234567845,user45@example.com,active,28.0,yearly,31.0,PAUSED,2023-12-27 00:00:00,2024-01-07 00:00:00,2024-01-06 00:00:00,0.0,5.0,Plan31,57.73,Yes,Active,625.0,614.0,615.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-08-29 00:00:00,379.0,0
45,User45,1234567845,user45@example.com,active,42.0,yearly,28.0,PAUSED,2024-02-25 00:00:00,2024-01-02 00:00:00,2024-11-13 00:00:00,0.0,5.0,Plan28,81.54,No,Active,565.0,619.0,303.0,42.0,1.0,296.99,296.99,0.0,0.0,1.0,2024-09-26 00:00:00,351.0,0
45,User45,1234567845,user45@example.com,active,85.0,monthly,11.0,active,2024-01-04 00:00:00,2024-04-30 00:00:00,2024-06-04 00:00:00,0.0,5.0,Plan11,60.47,Yes,Active,617.0,500.0,465.0,85.0,2.0,409.84,819.67,76.4,1.0,1.0,2024-05-04 00:00:00,496.0,0
45,User45,1234567845,user45@example.com,active,100.0,monthly,69.0,PAUSED,2024-04-10 00:00:00,2024-05-02 00:00:00,2024-08-03 00:00:00,0.0,5.0,Plan69,21.23,No,Active,520.0,498.0,405.0,100.0,1.0,289.68,289.68,0.0,0.0,0.0,0,0.0,0
46,User46,1234567846,user46@example.com,inactive,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
47,User47,1234567847,user47@example.com,active,37.0,monthly,17.0,PAUSED,2024-02-05 00:00:00,2024-09-05 00:00:00,2024-07-10 00:00:00,0.0,5.0,Plan17,60.8,No,Active,585.0,372.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2023-12-06 00:00:00,646.0,0
48,User48,1234567848,user48@example.com,active,62.0,yearly,30.0,active,2024-01-21 00:00:00,2024-03-07 00:00:00,2024-08-12 00:00:00,0.0,5.0,Plan30,37.03,Yes,Active,600.0,554.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2024-04-10 00:00:00,520.0,0
48,User48,1234567848,user48@example.com,active,77.0,monthly,30.0,active,2024-04-11 00:00:00,2024-05-23 00:00:00,2024-03-18 00:00:00,0.0,5.0,Plan30,37.03,Yes,Active,519.0,477.0,543.0,77.0,1.0,376.94,376.94,0.0,0.0,1.0,2023-12-26 00:00:00,626.0,0
49,User49,1234567849,user49@example.com,active,64.0,yearly,94.0,active,2024-05-25 00:00:00,2024-09-30 00:00:00,2024-10-12 00:00:00,0.0,5.0,Plan94,56.62,No,Active,475.0,347.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2024-10-09 00:00:00,338.0,0
50,User50,1234567850,user50@example.com,inactive,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
51,User51,1234567851,user51@example.com,active,39.0,monthly,99.0,active,2024-10-31 00:00:00,2024-11-09 00:00:00,2024-08-15 00:00:00,0.0,5.0,Plan99,45.57,No,Active,316.0,307.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
51,User51,1234567851,user51@example.com,active,69.0,monthly,25.0,PAUSED,2024-06-26 00:00:00,2024-06-08 00:00:00,2024-09-02 00:00:00,0.0,5.0,Plan25,86.13,Yes,Active,443.0,461.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2024-08-09 00:00:00,399.0,0
52,User52,1234567852,user52@example.com,active,29.0,yearly,10.0,PAUSED,2024-07-28 00:00:00,2024-08-22 00:00:00,2024-04-01 00:00:00,0.0,5.0,Plan10,29.92,No,Active,411.0,386.0,529.0,29.0,1.0,404.86,404.86,0.0,0.0,0.0,0,0.0,0
52,User52,1234567852,user52@example.com,active,95.0,monthly,10.0,PAUSED,2024-05-15 00:00:00,2023-12-30 00:00:00,2024-06-18 00:00:00,0.0,5.0,Plan10,29.92,No,Active,485.0,622.0,451.0,95.0,2.0,257.62,515.23,94.43,1.0,1.0,2024-09-16 00:00:00,361.0,0
53,User53,1234567853,user53@example.com,inactive,36.0,monthly,82.0,active,2024-11-20 00:00:00,2023-12-07 00:00:00,2024-06-24 00:00:00,0.0,5.0,Plan82,49.14,No,Active,296.0,645.0,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
53,User53,1234567853,user53@example.com,inactive,44.0,monthly,21.0,PAUSED,2024-06-11 00:00:00,2024-04-07 00:00:00,2024-09-06 00:00:00,0.0,5.0,Plan21,58.3,No,Active,458.0,523.0,371.0,44.0,1.0,25.95,25.95,0.0,0.0,1.0,2024-04-21 00:00:00,509.0,1
54,User54,1234567854,user54@example.com,inactive,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
55,User55,1234567855,user55@example.com,active,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
56,User56,1234567856,user56@example.com,active,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
57,User57,1234567857,user57@example.com,inactive,16.0,monthly,8.0,active,2024-03-24 00:00:00,2024-09-01 00:00:00,2024-07-27 00:00:00,0.0,5.0,Plan8,86.42,Yes,Active,537.0,376.0,412.0,16.0,1.0,114.07,114.07,0.0,0.0,0.0,0,0.0,1
57,User57,1234567857,user57@example.com,inactive,31.0,yearly,44.0,PAUSED,2024-01-09 00:00:00,2024-09-28 00:00:00,2024-05-10 00:00:00,0.0,5.0,Plan44,90.04,Yes,Active,612.0,349.0,490.0,31.0,2.0,79.37,158.74,42.07,1.0,0.0,0,0.0,1
58,User58,1234567858,user58@example.com,inactive,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
59,User59,1234567859,user59@example.com,inactive,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
60,User60,1234567860,user60@example.com,active,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
61,User61,1234567861,user61@example.com,inactive,1.0,monthly,46.0,PAUSED,2024-04-20 00:00:00,2024-01-20 00:00:00,2024-09-06 00:00:00,0.0,5.0,Plan46,40.45,Yes,Active,510.0,601.0,371.0,1.0,2.0,275.09,550.18,134.45,0.0,3.0,2024-04-04 00:00:00,526.0,1
62,User62,1234567862,user62@example.com,inactive,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
63,User63,1234567863,user63@example.com,inactive,15.0,monthly,78.0,PAUSED,2024-01-17 00:00:00,2024-02-24 00:00:00,2024-09-29 00:00:00,0.0,5.0,Plan78,57.75,Yes,Active,604.0,566.0,348.0,15.0,1.0,107.52,107.52,0.0,0.0,2.0,2024-10-18 00:00:00,329.0,1
64,User64,1234567864,user64@example.com,inactive,20.0,monthly,74.0,PAUSED,2024-03-26 00:00:00,2024-06-07 00:00:00,2024-06-16 00:00:00,0.0,5.0,Plan74,70.47,No,Active,535.0,462.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2024-03-23 00:00:00,538.0,1
64,User64,1234567864,user64@example.com,inactive,66.0,monthly,29.0,active,2024-07-20 00:00:00,2024-01-28 00:00:00,2024-10-05 00:00:00,0.0,5.0,Plan29,32.18,Yes,Active,419.0,593.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
64,User64,1234567864,user64@example.com,inactive,81.0,yearly,70.0,active,2024-10-20 00:00:00,2024-07-09 00:00:00,2024-05-17 00:00:00,0.0,5.0,Plan70,76.37,Yes,Active,327.0,430.0,483.0,81.0,1.0,215.18,215.18,0.0,0.0,3.0,2024-08-20 00:00:00,388.0,1
65,User65,1234567865,user65@example.com,inactive,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
66,User66,1234567866,user66@example.com,inactive,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
67,User67,1234567867,user67@example.com,inactive,72.0,monthly,79.0,PAUSED,2024-04-06 00:00:00,2024-09-24 00:00:00,2024-08-07 00:00:00,0.0,5.0,Plan79,98.68,Yes,Active,524.0,353.0,401.0,72.0,1.0,22.97,22.97,0.0,0.0,0.0,0,0.0,1
68,User68,1234567868,user68@example.com,active,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
